"PRDT_CD","CATE_CD","BRAND_CD","PRDT_NAME","SALE_PRICE","LOAD_DTTM"
"1E15131","22",TM,액티브 봄 써커 솔리드 티셔츠,113000,"20230223112607"
"1E21503","13",RL,주름디테일 꽃프린트 블라우스,115000,"20230223112608"
"1E21532","13",TT,스트라이프 아우터형셔츠,88000,"20230223112607"
"1E22033","2",MG,간절)시보리넥긴기장경량다운베스트,61000,"20230223112607"
"1E23101","11",RL,간절기)이중지 후드 베스트 ,121000,"20230223112608"
"1E28302","24",HB,여성 스트라이프 양말 2족세트,54000,"20230223112608"
"1E31206","18",IL,양면 프린트 SLIM FIT 자켓,97000,"20230223112607"
"1E31734","6",TH,액티브 아이스쿨 이밴드 7부반바지,64000,"20230223112608"
"1E35102","22",IL,몸판 린넨 믹스 면블럭 티셔츠,107000,"20230223112607"
"1E35107","22",TT,스트라이프 솔리드 믹스 티셔츠,84000,"20230223112607"
"1E35110","22",TT,시즌모티브 그라데이션프린트티셔츠,68000,"20230223112607"
"1E35131","22",DC,액티브 잔스트라이프 긴팔 티셔츠,56000,"20230223112607"
"1E35134","22",DC,액티브 메쉬 잔프린트 티셔츠,40000,"20230223112607"
"1E41201","18",MG,테일러드 롱 린넨 자켓,109000,"20230223112607"
"1E41402","14",TM,메쉬 콤비 배색 베스트,58000,"20230223112607"
"1E41513","13",LT,컬러블럭 주름 튜닉 셔츠,42000,"20230223112607"
"1E41543","13",TM,지글스트라이프 우븐셔츠,114000,"20230223112607"
"1E41638","5",IL,밑단메쉬포인트 7부바지,75000,"20230223112607"
"1E41683","5",NB,나일론트리코트긴기장슬림핏,111000,"20230223112608"
"1E41733","6",DC,나일로스판 사선포켓 5부 반바지,72000,"20230223112607"
"1E45134","22",TM,린넨 멀티스트라이프 롱티셔츠,107000,"20230223112607"
"1E45136","22",NB,냉감 스트라이프 프린트 티셔츠,60000,"20230223112608"
"1E45309","22",DC,린넨폴리 스트라이프 TS,58000,"20230223112607"
"1E45431","22",AE,냉감 메쉬 긴소매 집업 티셔츠,77000,"20230223112608"
"1E51302","19",MG,소재 MIX 점퍼,64000,"20230223112607"
"1E51506","13",DK,멀티컬러 체크셔츠,54000,"20230223112607"
"1E51513","13",HB,솔리드 셔츠,47000,"20230223112608"
"1E51605","5",TH,커브드 이밴드 분또 프린트 팬츠,40000,"20230223112608"
"1E61301","19",IL,와끼 슬릿디테일 스테디움 점퍼,138000,"20230223112607"
"1E71482","14",DC,니트에리 경량 구스다운조끼,87000,"20230223112608"
"1E71502","13",LT,조직감 미니 와이드에리 셔츠,101000,"20230223112607"
"1E71503","13",DK,잔체크 레귤러 핏 셔츠,98000,"20230223112607"
"1E71612","5",LT,스트레치 패딩팬츠,42000,"20230223112607"
"1E72004","2",GL,나일론스트레치 다운점퍼,108000,"20230223112608"
"1E72081","2",LT,기획)초경량 구스다운점퍼,44000,"20230223112607"
"1E73802","11",HB,앞판부클펠트점퍼형집업가디건,84000,"20230223112608"
"1E81601","5",DC,와끼 시보리믹스 스트레치 다운팬츠,34000,"20230223112607"
"1E81640","5",NB,윈터 장기모 레깅스,105000,"20230223112608"
"1E81941","21",RL,위탁) 밍크스크랩 베스트,55000,"20230223112608"
"1E81949","21",HB,위탁) 밍크스킨 콤비 알파카 코트,40000,"20230223112608"
"1E81964","21",TT,위탁) 밍크스크랩 짚업 베스트,113000,"20230223112607"
"1E81975","21",HB,위탁) 폭스스킨콤비 밍크스크랩 CT,75000,"20230223112608"
"1E81980","21",DK,위탁) 밍크스킨콤비 알파카코트,113000,"20230223112607"
"1E81985","21",AE,위탁) 밍크스킨콤비 오버핏알파카CT,86000,"20230223112608"
"1E85404","22",LT,AR DOT프린트셔링에리,55000,"20230223112607"
"1F11205","18",HS,톤온톤 마이크로패턴 스트레치 자켓,94000,"20230223112607"
"1F11316","19",AE,NP스판 숏기장 점퍼,49000,"20230223112608"
"1F15101","22",TH,데님 라이크 티셔츠,42000,"20230223112608"
"1F15107","22",DK,뎅깡 스트라이프 티셔츠,141000,"20230223112607"
"1F15203","22",MG,선염 뎅깡 스트라이프 티셔츠,99000,"20230223112607"
"1F17651","24",NB,남성 컴포트 쿠션 샌들,39000,"20230223112608"
"1F21305","19",TM,메쉬하트프린트안감 후드탈부착점퍼,87000,"20230223112607"
"1F21306","19",GL,꽃프린트배색 솔리드 사파리점퍼,63000,"20230223112608"
"1F21502","13",HB,깅엄체크 아우터형 셔츠,129000,"20230223112608"
"1F23401","11",NB,밑단 디테일 반목 스웨터 ,89000,"20230223112608"
"1F27457","24",LT,투톤 천연초 와이어 햇,138000,"20230223112607"
"1F31506","13",HB,세로스트라이프 반팔 셔츠,51000,"20230223112608"
"1F31508","13",MG,울혼방 빅체크패턴 반팔 셔츠,142000,"20230223112607"
"1F31516","13",DC,이태리수입 프린트 오픈카라 셔츠,78000,"20230223112608"
"1F31517","13",TH,이태리수입 프린트 반팔 셔츠,44000,"20230223112608"
"1F31581","13",TT,기획)시어써커 반팔 셔츠,62000,"20230223112607"
"1F35106","22",TT,서커 제에리 티셔츠,144000,"20230223112607"
"1F35110","22",AE,RCP 원포인트 제에리 티셔츠,55000,"20230223112608"
"1F35116","22",AE,멜란지 투톤 티셔츠,34000,"20230223112608"
"1F35124","22",MG,SPOT 제에리 프린트 티셔츠,81000,"20230223112607"
"1F35201","22",LT,폴리스판 뎅깡 티셔츠,46000,"20230223112607"
"1F35301","22",MG,면블럭 라운드티셔츠,64000,"20230223112607"
"1F35304","22",NB,썸머 일러스트 원포인트 라운드,38000,"20230223112608"
"1F41605","5",DK,핀스트라이프 일자핏 바지,78000,"20230223112607"
"1F41702","6",MG,앞포켓 셔링 6부바지,130000,"20230223112607"
"1F45101","22",HB,전판플라워프린트풀오픈 티셔츠,48000,"20230223112608"
"1F45384","22",HS,기획)V넥 스트라이프 원포인트 티,38000,"20230223112607"
"1F51305","19",LT,신슐레이트 안퀼팅 점퍼,126000,"20230223112607"
"1F51508","13",LT,기본형 투톤 체크 셔츠,145000,"20230223112607"
"1F53481","11",DC,선발주 부분조직감 기본 하프넥,89000,"20230223112608"
"1F53581","11",AE,선발주 티셔츠형 롱터틀,88000,"20230223112608"
"1F55401","22",IL,앞판자카드 집업티셔츠,139000,"20230223112607"
"1F57459","24",AE,투톤 니트 캡,65000,"20230223112608"
"1F57755","24",LT,캐시밍크 양면 체크 머플러(30*180),95000,"20230223112607"
"1F57756","24",RL,울 기하학 패턴 광폭머플러(47*190),136000,"20230223112608"
"1F58302","24",LT,자수 로고 남성2족 양말 세트,138000,"20230223112607"
"1F67458","24",MG,양털 무스탕 여우방울 캡,134000,"20230223112607"
"1F67466","24",LT,폭스방울 밍크 투톤 비니,112000,"20230223112607"
"1F67551","24",TH,퀼팅 백팩,123000,"20230223112608"
"1F67756","24",HB,레이온 체크 광폭 머플러(62*200),133000,"20230223112608"
"1F71301","19",GL,신슐레이트 우븐패치 플리스점퍼,40000,"20230223112608"
"1F72006","2",LT,후드탈부착 앞지퍼 포인트 다운점퍼,103000,"20230223112607"
"1F72007","2",GL,라쿤퍼 트리밍 다운 점퍼,138000,"20230223112608"
"1F73404","11",MG,아가일 사이로 집업하프넥,122000,"20230223112607"
"1F73601","11",LT,선발주 지도리 한기장패턴 이중에리,53000,"20230223112607"
"1F75404","22",AE,앞판 고주파배색 집업티셔츠,89000,"20230223112608"
"1F78081","24",AE,선발주)히트텍 내의 상의,140000,"20230223112608"
"1F81501","13",TM,빅체크 베이직 셔츠,64000,"20230223112607"
"1F81681","5",DC, 와끼배색 일자핏 다운바지 	,89000,"20230223112607"
"1F85405","22",AE,이중에리 반 집업 티셔츠 	,108000,"20230223112608"
"1F85406","22",DK,양기모 자가드 헨리넥 티셔츠,130000,"20230223112607"
"1F89D41","21",MG,밍크스킨 다운코트,65000,"20230223112607"
"1F89G42","21",DC,밍크스크랩 자켓,127000,"20230223112607"
"1G11352","19",DK,주력)리베라풀비스 점퍼,71000,"20230223112607"
"1G15133","22",LT,CP 뎅깡 티셔츠,50000,"20230223112607"
"1G21105","20",AE,이중에리 코트				,117000,"20230223112608"
"1G21531","13",TH,후디 자수포인트 데님 셔츠	,66000,"20230223112608"
"1G21634","5",DK,나일론스판 일자 팬츠A,57000,"20230223112607"
"1G25361","22",NB,타이넥 티블라우스,53000,"20230223112608"
"1G25452","22",DC,주력)P 뎅깡 티셔츠,60000,"20230223112607"
"1G27404","24",LT,프린트 포인트 여성 햇,110000,"20230223112607"
"1G27510","24",GL,스팽글 포인트 플라워 토트백,112000,"20230223112608"
"1G27709","24",DK,버터플라이 패턴 스카프,82000,"20230223112607"
"1G31203","18",GL,저밀도 에어 자켓,41000,"20230223112608"
"1G31205","18",NB,체크프린트 에어 자켓,39000,"20230223112608"
"1G31208","18",GL,화섬 스트레치 자켓,40000,"20230223112608"
"1G31506","13",IL,면100 가로 멀티스트라이프 셔츠,47000,"20230223112607"
"1G31653","5",HB,주력)나일론스판 노턱 팬츠B,81000,"20230223112608"
"1G35203","22",DC,P 도트 프린트 티셔츠,119000,"20230223112607"
"1G35299","22",HB,무지 폴로티,95000,"20230223112608"
"1G41401","14",TH,셔츠형 베스트				,86000,"20230223112608"
"1G41504","13",AE,스트라이프 블라우스 셔츠				,110000,"20230223112608"
"1G42601","3",MG,캔슬)화이트 스키니 데님,35000,"20230223112607"
"1G42801","15",RL,린넨혼방 반오픈 원피스				,35000,"20230223112608"
"1G42864","15",TT,도트변형 인견 원피스,38000,"20230223112607"
"1G45080","22",AE,기획)불가리 베스트 ,51000,"20230223112608"
"1G45302","22",TT,스카프 프린트 티셔츠 ,108000,"20230223112607"
"1G51302","19",GL,이관) 빅체크 점퍼,129000,"20230223112608"
"1G51631","5",MG,도전사 노턱 팬츠B,65000,"20230223112607"
"1G55152","22",TM,주력)RCP 핀스트라이프 뎅깡 티셔츠,128000,"20230223112607"
"1G55431","22",DC,캔슬)하운드투스 프린트 티셔츠,74000,"20230223112607"
"1G55601","22",TH,헨리넥 이중에리 티셔츠,65000,"20230223112608"
"1G57405","24",IL,골 조직 패턴 페도라 햇,71000,"20230223112607"
"1G61534","13",HS,후드 탈부착 아우터형 셔츠,127000,"20230223112607"
"1G61540","13",HS,기본 자수 아우터형 셔츠,52000,"20230223112607"
"1G61630","5",GL,주력)나일론스판 스키니 팬츠A,68000,"20230223112608"
"1G61651","5",IL,주력)분또 스키니핏 팬츠B ,40000,"20230223112607"
"1G63431","11",AE,캔슬)골조직 하프터틀넥 스웨터,73000,"20230223112608"
"1G65307","22",DK,(캔슬) 레이어드 가디건 티셔츠,102000,"20230223112607"
"1G71104","20",HS,캐시미어 혼방코트,145000,"20230223112607"
"1G71332","19",HB,주력)겨울 패딩충전 포켓 사파리,48000,"20230223112608"
"1G71333","19",AE,캔슬) 보아 프린트 배색 점퍼,108000,"20230223112608"
"1G71334","19",DK,이관) 우븐 프린트 사카리바 점퍼,138000,"20230223112607"
"1G71630","5",LT,주력)폴리기모 본딩 노턱 팬츠B,111000,"20230223112607"
"1G71680","5",NB,기획)폴리스판본딩 원턱 팬츠B,104000,"20230223112608"
"1G71991","21",HB,골든라이노)시어링 머스크렛퍼 다운,43000,"20230223112608"
"1G72001","2",NB,주력)짧은기장 렉스퍼카라 탈부착,92000,"20230223112608"
"1G72034","2",NB,주력)인사이드퀼팅 중기장 후드다운,76000,"20230223112608"
"1G72651","3",RL,주력)중청 레귤러핏  데님C,68000,"20230223112608"
"1G75153","22",TM,주력)변형 빅체크 싸이로 티셔츠,79000,"20230223112607"
"1G75154","22",DK,주력)뎅깡 이중에리 티셔츠,46000,"20230223112607"
"1G81132","20",HS,기본 싱글 울 반코트,73000,"20230223112607"
"1G81336","19",DK,프린트 변형퀼팅 사파리점퍼,80000,"20230223112607"
"1G81533","13",DK,주력) 면 기모 체크 셔츠,38000,"20230223112607"
"1G82036","2",GL,폭스퍼 헤비 롱다운,138000,"20230223112608"
"1G82603","3",AE,피치기모 스트레이트핏 데님A,94000,"20230223112608"
"1G83432","11",DC,소매 체크패턴 하프터틀넥 스웨터,135000,"20230223112607"
"1G83451","11",HS,주력)캐시미어 하프터틀넥 스웨터,135000,"20230223112607"
"1G83751","11",AE,주력)캐시미어 브이넥 가디건,126000,"20230223112608"
"1G85131","22",HB,메탈 선염 티셔츠,80000,"20230223112608"
"1G85301","22",AE, 넥 포인트 티셔츠,100000,"20230223112608"
"1G85436","22",RL,(캔슬)페이즐리 프린트 티셔츠,113000,"20230223112608"
"1G87704","24",NB,(캔슬)플라워 양면 머플러(70*190),120000,"20230223112608"
"1G89C43","21",GL,밍크콤비 벨티드 울코트,115000,"20230223112608"
"1G89L41","21",IL,폭스후드 양털무스탕 자켓,69000,"20230223112607"
"1G89L43","21",TT,폭스후드 양털무스탕 롱자켓,78000,"20230223112607"
"1GA1580","13",IL,기획)베이직 솔리드 셔츠,39000,"20230223112607"
"1GA7202","24",DC,스플릿트 자동 버클 벨트,41000,"20230223112607"
"1H11660","5",HB,주력)SET-UP)NP멜란지 팬츠B,54000,"20230223112608"
"1H15134","22",NB,간절기)PE 코트나 프린트 티셔츠,112000,"20230223112608"
"1H21190","20",LT,골든라이노)플리츠 코트 ,140000,"20230223112607"
"1H21334","19",DC,면터치 화섬 점퍼,105000,"20230223112607"
"1H21603","5",HS,TR 체크사방스판 세미부츠팬츠A,74000,"20230223112607"
"1H21604","5",DC,폴리트리코트 일자 팬츠B,134000,"20230223112607"
"1H25331","22",TH,C 면실켓 뎅깡 라운드 티셔츠,78000,"20230223112608"
"1H27101","24",RL,크로커 지퍼형 장지갑,66000,"20230223112608"
"1H31601","5",AE,주력)SET-UP)울혼방써커 원턱 팬츠C,64000,"20230223112608"
"1H32680","3",DK,기획)면스판 레귤러핏 데님C,87000,"20230223112607"
"1H35137","22",DC,PE 메쉬 그라데이션 프린트 티셔츠,100000,"20230223112607"
"1H41570","13",TH,페이즐리 후드탈부착 아우터형 셔츠,92000,"20230223112608"
"1H41581","13",IL,기획) P 스트라이프 블라우스,127000,"20230223112607"
"1H41680","5",DK,기획)냉감트리코트 밴딩 레깅스,102000,"20230223112607"
"1H42502","9",LT,플라워 러플 블라우스,95000,"20230223112607"
"1H42508","9",MG,플라워 프린트 에스닉 블라우스 ,136000,"20230223112607"
"1H42670","3",HS,화이트 트위드 세미부츠 8부데님B,137000,"20230223112607"
"1H42890","15",HS,골든라이노)잔플라워 쉬폰 원피스,131000,"20230223112607"
"1H45003","22",HB,PE 롱 져지 베스트,100000,"20230223112608"
"1H45531","22",AE,"7부 기하학 전타 티셔츠",72000,"20230223112608"
"1H47402","24",TM,(지사)트로피컬 챙 배색 와이어 햇,139000,"20230223112607"
"1H47702","24",MG,(34*174)향균_이태리쉬폰 스카프,111000,"20230223112607"
"1H51202","18",AE,조직 코듀로이 자켓,104000,"20230223112608"
"1H51334","19",RL,멜란지 스트레치 점퍼,43000,"20230223112608"
"1H51580","13",DC,기획)잔체크셔츠,91000,"20230223112607"
"1H61107","20",DK,라운드넥 경량 패딩 코트,69000,"20230223112607"
"1H61205","18",TH,셔츠형 울 자켓,37000,"20230223112608"
"1H61339","19",TH,패딩베스트 디터쳐블 점퍼,57000,"20230223112608"
"1H61532","13",DC,주력)허리스트링 체크 셔츠,142000,"20230223112607"
"1H61603","5",HB,TR체크 세미부츠 팬츠B,57000,"20230223112608"
"1H61632","5",GL,TR 컬러 슬림 팬츠B,51000,"20230223112608"
"1H63401","11",HS,모크넥 골지 풀오버 스웨터,50000,"20230223112607"
"1H67601","24",IL,(캔슬)밴딩 삭스 슈즈,64000,"20230223112607"
"1H67703","24",HS,(58*166)기하학 패턴 사각 스카프,135000,"20230223112607"
"1H71513","13",DK,포인트 프린트 셔츠,116000,"20230223112607"
"1H71635","5",NB,프린트 다운 팬츠B,140000,"20230223112608"
"1H72082","2",RL,기획)플리스 라이닝 덕다운 점퍼,94000,"20230223112608"
"1H81104","20",TH,트위드 코트,129000,"20230223112608"
"1H81117","20",TH,핸드메이드 체크 롱 코트,107000,"20230223112608"
"1H81208","18",GL,캐시미어 혼방 핸드메이드 숏자켓,113000,"20230223112608"
"1H81534","13",LT,니트 후드 아우터형 셔츠,101000,"20230223112607"
"1H82041","2",GL,라쿤퍼 탈착 야상형 다운 ,129000,"20230223112608"
"1H83302","11",TM,머플러세트 라운드 스웨터 ,87000,"20230223112607"
"1H83380","11",RL,기획) RNP 메탈 포인트 풀오버,124000,"20230223112608"
"1H83404","11",GL,조직 변형 하프터틀 스웨터,102000,"20230223112608"
"1H83801","11",NB,이중직 후드 스웨터,105000,"20230223112608"
"1H85130","22",MG,플라워 패턴 카라 티셔츠,73000,"20230223112607"
"1H85308","22",NB,주력)골지 라운드 티셔츠,127000,"20230223112608"
"1H85401","22",IL,니트 시보리 프린트  티셔츠,47000,"20230223112607"
"1H85434","22",HS,눈꽃 프린트 배색 목크넥 티셔츠,46000,"20230223112607"
"1H85601","22",IL,포켓포인트 카라 티셔츠,53000,"20230223112607"
"1H86003","22",MG,라운지)컬러배색 후드 티셔츠,93000,"20230223112607"
"1H87705","24",DK,(캔슬)퍼믹스 크로스형 머플러,52000,"20230223112607"
"1H89D05","21",HS,폭스배색 양가죽 특종 다운,57000,"20230223112607"
"1H89P01","21",HB,밍크배색 프라다 특종 코트A,96000,"20230223112608"
"1H89P03","21",GL,렉스배색 프라다 특종 점퍼,50000,"20230223112608"
"1HB1506","13",TT,니트레이어드 스트라이프 셔츠,40000,"20230223112607"
"1HB1613","5",AE,베이직 기모 와이드 팬츠,132000,"20230223112608"
"1HB1614","5",NB,SET)기모 조거 팬츠,55000,"20230223112608"
"1HB5304","22",MG,라운지셋업4)투포켓 스웨터,70000,"20230223112607"
"1HB5306","22",AE,라운지셋업6)라인후드 스웨터,40000,"20230223112608"
"1HB5733","22",HS,실캣 솔리드 슬리브리스,69000,"20230223112607"
"1I21209","18",TM,데님 자켓,79000,"20230223112607"
"1I21306","19",TH,주력)폴리 캐주얼 자켓형 점퍼,44000,"20230223112608"
"1I22503","9",DC,전판 프린트 블라우스,60000,"20230223112607"
"1I22801","15",TH,프린트 쉬폰 원피스,133000,"20230223112608"
"1I25403","22",HS,매쉬 시스루 목크넥 티셔츠,117000,"20230223112607"
"1I25405","22",HS,라인프린트 반집업 목크넥 티셔츠,39000,"20230223112607"
"1I27701","24",LT,(70*70)실크 빅플라워 정사각스카프,36000,"20230223112607"
"1I31204","18",AE,레귤러핏 강연 시어서커 자켓,141000,"20230223112608"
"1I31312","19",LT,그라데이션 전판 프린트 점퍼,114000,"20230223112607"
"1I31507","13",TM,주력)중체크 반소매 셔츠,113000,"20230223112607"
"1I31702","6",NB,주력)트리코트 이밴드 6부 팬츠,79000,"20230223112608"
"1I33601","11",DC,아스킨 카라 스웨터,136000,"20230223112607"
"1I33603","11",DK,뎅깡 카라 스웨터,71000,"20230223112607"
"1I35107","22",TH,유로저지 반팔 티셔츠,137000,"20230223112608"
"1I35114","22",RL,주력)썸머 프린트 블록 티셔츠,103000,"20230223112608"
"1I35305","22",TT,니트 배색 라운드 티셔츠,69000,"20230223112607"
"1I35308","22",NB,그라데이션 그래픽 티셔츠,117000,"20230223112608"
"1I41102","20",NB,C/N 후드형 코트,119000,"20230223112608"
"1I41208","18",LT,오픈카라 체크 자켓,98000,"20230223112607"
"1I42901","99",IL,플리츠)점퍼,102000,"20230223112607"
"1I45106","22",GL,기하학 플라워프린트 카라티셔츠,70000,"20230223112608"
"1I45202","22",RL,전판프린트 카라티셔츠,123000,"20230223112608"
"1I45380","22",RL,기획)린넨혼방 원포인트 티셔츠,35000,"20230223112608"
"1I45406","22",TT,냉감 집업 목크넥 반팔 티셔츠,108000,"20230223112607"
"1I51504","13",DK,멀티체크 셔츠,66000,"20230223112607"
"1I51507","13",HB,자카드 프린트 셔츠,84000,"20230223112608"
"1I51601","5",TM,레귤러 노턱 울라이크 팬츠,76000,"20230223112607"
"1I55402","22",DK,톤톤배색 목크넥 티셔츠,93000,"20230223112607"
"1I61303","19",DC,체크선염 후드 힙기장 점퍼,94000,"20230223112607"
"1I61505","13",MG,솔리드 기본핏 셔츠,43000,"20230223112607"
"1I61509","13",IL,주력)기본핏 체크 셔츠,127000,"20230223112607"
"1I67708","24",TT,실크 기하학 스카프,134000,"20230223112607"
"1I71201","18",MG,울혼방 방모패턴 자켓,144000,"20230223112607"
"1I71481","14",HS,기획)하이넥 경량 구스다운 베스트,62000,"20230223112607"
"1I71504","13",MG,주력)웜브러시 잔체크 셔츠,66000,"20230223112607"
"1I71901","21",LT,미사용)누벅가죽 구스다운 점퍼,111000,"20230223112607"
"1I73403","11",NB,소매 배색 하프터틀텍 스웨터,101000,"20230223112608"
"1I76891","99",MG,셋업 밍크 본딩 조거 팬츠,136000,"20230223112607"
"1I81103","20",DC,캐시혼방 핸드메이드 후드 코트,120000,"20230223112607"
"1I81105","20",HS,울혼방 하이넥 체크 코트,46000,"20230223112607"
"1I82008","2",LT,중량 롱 구스다운,60000,"20230223112607"
"1I82013","2",TH,주력)폭스퍼탈착 스트레치 구스다운,128000,"20230223112608"
"1I85481","22",GL,기획)코트나 S/T 반목티셔츠,90000,"20230223112608"
"1I87401","24",RL,패딩 햇,144000,"20230223112608"
"1I89G06","21",TT,풀밍크 특종 코트,83000,"20230223112607"
"1I89P02","21",RL,밍크배색 프라다 특종 코트,59000,"20230223112608"
"1J11203","18",LT,셋업)다잉라이크 슬림핏 자켓,127000,"20230223112607"
"1J11291","18",TH,셋업)다잉라이크 슬림핏 자켓,86000,"20230223112608"
"1J12642","3",AM,미사용)슬림핏 데님 팬츠,130000,"20230223112607"
"1J13601","11",DK,간절기)이중에리 스웨터,134000,"20230223112607"
"1J15401","22",NB,간절기)에리 배색 포인트 목크넥,135000,"20230223112608"
"1J25382","22",TM,기획)스터드 원포인트 7부 티셔츠,125000,"20230223112607"
"1J25481","22",MG,기획)솔리드 주름 목크넥 티셔츠,76000,"20230223112607"
"1J27404","24",DC,캐주얼 여성군모,84000,"20230223112607"
"1J27705","24",DC,(85*85) 울실크 스카프,45000,"20230223112607"
"1J27709","24",HS,(66*170) 포인트컬러 사각 스카프,51000,"20230223112607"
"1J31202","18",DK,레귤러핏 시어서커 자켓,89000,"20230223112607"
"1J31509","13",AE,주력) 울믹스 컬러 잔체크 셔츠,34000,"20230223112608"
"1J31605","5",HB,테이퍼드핏 E-밴드 팬츠,95000,"20230223112608"
"1J31606","5",TH,셋업)레귤러핏 경량 나일론 팬츠,114000,"20230223112608"
"1J35104","22",AM,C/P 아문젠 카라 티셔츠,138000,"20230223112607"
"1J35182","22",TT,기획) C/P PQ조직 카라 티셔츠,90000,"20230223112607"
"1J35183","22",HS,기획) 솔리드 잔조직 니트에리,116000,"20230223112607"
"1J35435","22",AE,매쉬 변형체크 집업 목크에리,53000,"20230223112608"
"1J41435","14",TM,롱기장 등판매쉬 베스트,105000,"20230223112607"
"1J41605","5",TM,CN 솔리드 조거 팬츠,110000,"20230223112607"
"1J41634","5",NB,주력)요루 폴리 8부 팬츠,90000,"20230223112608"
"1J42514","9",RL,전타 셔츠형 롱 블라우스,86000,"20230223112608"
"1J42813","15",TT,오픈셔츠형 데님 원피스,125000,"20230223112607"
"1J45703","22",HS,솔리드 슬리브리스,110000,"20230223112607"
"1J47403","24",DK,자연초 오픈형 와이드 햇,142000,"20230223112607"
"1J47406","24",HB,전체 매쉬 햇,121000,"20230223112608"
"1J55133","22",TM,자가드 조직 카라 티셔츠,37000,"20230223112607"
"1J55331","22",MG,포켓 라운드 티셔츠,121000,"20230223112607"
"1J61202","18",IL,간절기) 니트에리 나일론혼방 자켓,126000,"20230223112607"
"1J61206","18",TH,간절기) 수입 스탠카라 자켓,123000,"20230223112608"
"1J61603","5",DC,C/SP 배기핏 팬츠,92000,"20230223112608"
"1J61632","5",TT,주력)N/SP 슬림핏 팬츠,57000,"20230223112607"
"1J62801","15",GL,풀오픈 체크 원피스,86000,"20230223112608"
"1J63301","11",HS,간절기)셋업 5부 프린트패치 풀오버,115000,"20230223112607"
"1J65382","22",DK,플라워 원포인트 라운드 티셔츠,57000,"20230223112607"
"1J71331","19",TH,퀄팅 변형 패딩 점퍼,134000,"20230223112608"
"1J71504","13",TH,잔체크 셔츠,128000,"20230223112608"
"1J72034","2",NB,주력)스트레치 프린트 구스다운,91000,"20230223112608"
"1J73101","11",IL,울캐시혼방 베스트,41000,"20230223112607"
"1J73181","11",DK,기획)울혼방 브이넥 베스트,119000,"20230223112607"
"1J73381","11",LT,기획) 울혼방 라운드넥 스웨터,103000,"20230223112607"
"1J73402","11",TM,캐시미어100 하프넥 스웨터,123000,"20230223112607"
"1J73431","11",AE,주력) 융본딩 솔리드 반집업 스웨터,52000,"20230223112608"
"1J73433","11",TT,융본딩 단가라 반집업 스웨터,78000,"20230223112607"
"1J82003","2",TT,프리미엄 NC소재 구스다운,90000,"20230223112607"
"1J83302","11",RL,울혼방 레터링 인타샤 풀오버 ,72000,"20230223112608"
"1J85131","22",DC,코트나 프린트 배색 제에리 티셔츠,56000,"20230223112608"
"1J85434","22",NB,코트나 로고프린트 반짚업 티셔츠,141000,"20230223112608"
"2781301","19",NB,하트퀼팅점퍼,58000,"20230223112608"
"3015202","99",HS,남성 그라데이션 쟈가드 티셔츠,56000,"20230223112607"
"3022501","99",AE,여성 페이즐리 블라우스,72000,"20230223112608"
"3045204","22",HS,여성 폴리쟈가드 티셔츠,47000,"20230223112607"
"3045205","22",TT,여성 스퀘어 나염 티셔츠,99000,"20230223112607"
"3055601","22",LT,우븐 패치 바람막이 zip티,97000,"20230223112607"
"3065202","22",HS,여성 앞판 채크 나염티셔츠,40000,"20230223112607"
"3065206","22",IL,플라워 9도 전판 나염 티셔츠,102000,"20230223112607"
"3075401","22",DC,aero warm 기본 모크티,130000,"20230223112608"
"3082004","2",AE,여성 사선 다운 베스트(현대),88000,"20230223112608"
"3085206","22",NB,도트 플라워 프린트 티셔츠,128000,"20230223112608"
"3172001","99",IL,남성어깨배색 다운점퍼,118000,"20230223112607"
"3181301","19",AE,여성 다이아퀼팅 패딩점퍼,59000,"20230223112608"
"3955202","99",AE,원포인트 스트라이프선염티셔츠,133000,"20230223112608"
"3EB7502","24",TM,RHINO 크로커 토트백 가방(단품),118000,"20230223112607"
"4E35304","13",AE,(그레고리)면스판 프린트 라운드,46000,"20230223112608"
"4H35302","13",DC,(그레고리)로고프린트 라운드2,68000,"20230223112607"
"5I51620","13",TH,나일론스판 입체포켓 테이퍼드(BK),56000,"20230223112608"
"5I57604","22",AE,CLUB01 남성 스니커즈(YELLOW),44000,"20230223112608"
"5I67614","22",AE,CLUB105 여성 스니커즈(RED),127000,"20230223112608"
"5IA8329","22",AE,V.FTF삭스(M/화이트),136000,"20230223112608"
"5IB8335","22",NB,ㅇㅍㄹㄷ삭스(S/화이트),40000,"20230223112608"
"5IE1603","13",IL,나일론스판 카고 조거팬츠(카키),95000,"20230223112607"
"5IE1607","13",NB,나일론스판 스트레이트팬츠(G카키),96000,"20230223112608"
"5IE5319","25",DK,폴리혼방 엠보프린트 맨투맨(카키),52000,"20230223112607"
"5IE7401","22",GL,더블F 버킷햇(블랙),49000,"20230223112608"
"5IE7501","22",DC,더블에프 하프문 메신져백(블랙),57000,"20230223112607"
"5IE7502","22",GL,더블에프 하프문 메신져백(카키),103000,"20230223112608"
"5IF1318","2",HS,폴리 퀼팅후드 롱패딩점퍼(카키),87000,"20230223112607"
"5IF1320","2",HS,폴리 퀼팅 가디건 패딩점퍼(카키),94000,"20230223112607"
"5IF1325","2",IL,폴리 숏슬립 퀼팅 패딩점퍼(그레이),62000,"20230223112607"
"5IF1337","2",AE,나일론혼방 셔츠형 2포켓,108000,"20230223112608"
